Transaction Date,Account Number,Account Holder Name,Amount
2025-07-07,000-100005214-14,Emma Davis,-10.00
2025-08-08,000-100005215-15,Frank Miller,5216.15
2025/09/09,000-100005216-16,Grace Wilson,5216.16
2025-10-10,0000000000005217,Hank Moore,5217.17
2025-11-11,000-100005218-18,,5218.18
2025-12-12,000-100005219-19,Jack Anderson,-10.00
2025-01-13,000-100005220-20,Alice Johnson,"5,221.20"
2025/02/14,000-100005221-21,Bob Smith,5221.21
2025-03-15,0000000000005222,Carol Williams,5222.22
2025-04-16,000-100005223-23,,5223.23
2025-05-17,000-100005224-24,Emma Davis,-10.00
2025-06-18,000-100005225-25,Frank Miller,5226.25
2025/07/19,000-100005226-26,Grace Wilson,5226.26
2025-08-20,0000000000005227,Hank Moore,5227.27
2025-09-21,000-100005228-28,,5228.28
2025-10-22,000-100005229-29,Jack Anderson,-10.00
2025-11-23,000-100005230-30,Alice Johnson,"5,231.30"
2025/12/24,000-100005231-31,Bob Smith,5231.31
2025-01-25,0000000000005232,Carol Williams,5232.32
2025-02-26,000-100005233-33,,5233.33
2025-03-27,000-100005234-34,Emma Davis,-10.00
2025-04-28,000-100005235-35,Frank Miller,5236.35
2025/05/01,000-100005236-36,Grace Wilson,5236.36
2025-06-02,0000000000005237,Hank Moore,5237.37
2025-07-03,000-100005238-38,,5238.38
2025-08-04,000-100005239-39,Jack Anderson,-10.00
2025-09-05,000-100005240-40,Alice Johnson,"5,241.40"
2025/10/06,000-100005241-41,Bob Smith,5241.41
2025-11-07,0000000000005242,Carol Williams,5242.42
2025-12-08,000-100005243-43,,5243.43
2025-01-09,000-100005244-44,Emma Davis,-10.00
2025-02-10,000-100005245-45,Frank Miller,5246.45
2025/03/11,000-100005246-46,Grace Wilson,5246.46
2025-04-12,0000000000005247,Hank Moore,5247.47
2025-05-13,000-100005248-48,,5248.48
2025-06-14,000-100005249-49,Jack Anderson,-10.00
2025-07-15,000-100005250-50,Alice Johnson,"5,251.50"
2025/08/16,000-100005251-51,Bob Smith,5251.51
2025-09-17,0000000000005252,Carol Williams,5252.52
2025-10-18,000-100005253-53,,5253.53
2025-11-19,000-100005254-54,Emma Davis,-10.00
2025-12-20,000-100005255-55,Frank Miller,5256.55
2025/01/21,000-100005256-56,Grace Wilson,5256.56
2025-02-22,0000000000005257,Hank Moore,5257.57
2025-03-23,000-100005258-58,,5258.58
2025-04-24,000-100005259-59,Jack Anderson,-10.00
2025-05-25,000-100005260-60,Alice Johnson,"5,261.60"
2025/06/26,000-100005261-61,Bob Smith,5261.61
2025-07-27,0000000000005262,Carol Williams,5262.62
2025-08-28,000-100005263-63,,5263.63
2025-09-01,000-100005264-64,Emma Davis,-10.00
2025-10-02,000-100005265-65,Frank Miller,5266.65
2025/11/03,000-100005266-66,Grace Wilson,5266.66
2025-12-04,0000000000005267,Hank Moore,5267.67
2025-01-05,000-100005268-68,,5268.68
2025-02-06,000-100005269-69,Jack Anderson,-10.00
2025-03-07,000-100005270-70,Alice Johnson,"5,271.70"
2025/04/08,000-100005271-71,Bob Smith,5271.71
2025-05-09,0000000000005272,Carol Williams,5272.72
2025-06-10,000-100005273-73,,5273.73
2025-07-11,000-100005274-74,Emma Davis,-10.00
2025-08-12,000-100005275-75,Frank Miller,5276.75
2025/09/13,000-100005276-76,Grace Wilson,5276.76
2025-10-14,0000000000005277,Hank Moore,5277.77
2025-11-15,000-100005278-78,,5278.78
2025-12-16,000-100005279-79,Jack Anderson,-10.00
2025-01-17,000-100005280-80,Alice Johnson,"5,281.80"
2025/02/18,000-100005281-81,Bob Smith,5281.81
2025-03-19,0000000000005282,Carol Williams,5282.82
2025-04-20,000-100005283-83,,5283.83
2025-05-21,000-100005284-84,Emma Davis,-10.00
2025-06-22,000-100005285-85,Frank Miller,5286.85
2025/07/23,000-100005286-86,Grace Wilson,5286.86
2025-08-24,0000000000005287,Hank Moore,5287.87
2025-09-25,000-100005288-88,,5288.88
2025-10-26,000-100005289-89,Jack Anderson,-10.00
2025-11-27,000-100005290-90,Alice Johnson,"5,291.90"
2025/12/28,000-100005291-91,Bob Smith,5291.91
2025-01-01,0000000000005292,Carol Williams,5292.92
2025-02-02,000-100005293-93,,5293.93
2025-03-03,000-100005294-94,Emma Davis,-10.00
2025-04-04,000-100005295-95,Frank Miller,5296.95
2025/05/05,000-100005296-96,Grace Wilson,5296.96
2025-06-06,0000000000005297,Hank Moore,5297.97
2025-07-07,000-100005298-98,,5298.98
2025-08-08,000-100005299-99,Jack Anderson,-10.00
2025-09-09,000-100005300-00,Alice Johnson,"5,301.00"
2025/10/10,000-100005301-01,Bob Smith,5301.01
2025-11-11,0000000000005302,Carol Williams,5302.02
2025-12-12,000-100005303-03,,5303.03
2025-01-13,000-100005304-04,Emma Davis,-10.00
2025-02-14,000-100005305-05,Frank Miller,5306.05
2025/03/15,000-100005306-06,Grace Wilson,5306.06
2025-04-16,0000000000005307,Hank Moore,5307.07
2025-05-17,000-100005308-08,,5308.08
2025-06-18,000-100005309-09,Jack Anderson,-10.00
2025-07-19,000-100005310-10,Alice Johnson,"5,311.10"
2025/08/20,000-100005311-11,Bob Smith,5311.11
2025-09-21,0000000000005312,Carol Williams,5312.12
2025-10-22,000-100005313-13,,5313.13
2025-11-23,000-100005314-14,Emma Davis,-10.00
2025-12-24,000-100005315-15,Frank Miller,5316.15
2025/01/25,000-100005316-16,Grace Wilson,5316.16
2025-02-26,0000000000005317,Hank Moore,5317.17
2025-03-27,000-100005318-18,,5318.18
2025-04-28,000-100005319-19,Jack Anderson,-10.00
2025-05-01,000-100005320-20,Alice Johnson,"5,321.20"
2025/06/02,000-100005321-21,Bob Smith,5321.21
2025-07-03,0000000000005322,Carol Williams,5322.22
2025-08-04,000-100005323-23,,5323.23
2025-09-05,000-100005324-24,Emma Davis,-10.00
2025-10-06,000-100005325-25,Frank Miller,5326.25
2025/11/07,000-100005326-26,Grace Wilson,5326.26
2025-12-08,0000000000005327,Hank Moore,5327.27
2025-01-09,000-100005328-28,,5328.28
2025-02-10,000-100005329-29,Jack Anderson,-10.00
2025-03-11,000-100005330-30,Alice Johnson,"5,331.30"
2025/04/12,000-100005331-31,Bob Smith,5331.31
2025-05-13,0000000000005332,Carol Williams,5332.32
2025-06-14,000-100005333-33,,5333.33
2025-07-15,000-100005334-34,Emma Davis,-10.00
2025-08-16,000-100005335-35,Frank Miller,5336.35
2025/09/17,000-100005336-36,Grace Wilson,5336.36
2025-10-18,0000000000005337,Hank Moore,5337.37
2025-11-19,000-100005338-38,,5338.38
2025-12-20,000-100005339-39,Jack Anderson,-10.00
2025-01-21,000-100005340-40,Alice Johnson,"5,341.40"
2025/02/22,000-100005341-41,Bob Smith,5341.41
2025-03-23,0000000000005342,Carol Williams,5342.42
2025-04-24,000-100005343-43,,5343.43
2025-05-25,000-100005344-44,Emma Davis,-10.00
2025-06-26,000-100005345-45,Frank Miller,5346.45
2025/07/27,000-100005346-46,Grace Wilson,5346.46
2025-08-28,0000000000005347,Hank Moore,5347.47
2025-09-01,000-100005348-48,,5348.48
2025-10-02,000-100005349-49,Jack Anderson,-10.00
2025-11-03,000-100005350-50,Alice Johnson,"5,351.50"
2025/12/04,000-100005351-51,Bob Smith,5351.51
2025-01-05,0000000000005352,Carol Williams,5352.52
2025-02-06,000-100005353-53,,5353.53
2025-03-07,000-100005354-54,Emma Davis,-10.00
2025-04-08,000-100005355-55,Frank Miller,5356.55
2025/05/09,000-100005356-56,Grace Wilson,5356.56
2025-06-10,0000000000005357,Hank Moore,5357.57
2025-07-11,000-100005358-58,,5358.58
2025-08-12,000-100005359-59,Jack Anderson,-10.00
2025-09-13,000-100005360-60,Alice Johnson,"5,361.60"
2025/10/14,000-100005361-61,Bob Smith,5361.61
2025-11-15,0000000000005362,Carol Williams,5362.62
2025-12-16,000-100005363-63,,5363.63
2025-01-17,000-100005364-64,Emma Davis,-10.00
2025-02-18,000-100005365-65,Frank Miller,5366.65
2025/03/19,000-100005366-66,Grace Wilson,5366.66
2025-04-20,0000000000005367,Hank Moore,5367.67
2025-05-21,000-100005368-68,,5368.68
2025-06-22,000-100005369-69,Jack Anderson,-10.00
2025-07-23,000-100005370-70,Alice Johnson,"5,371.70"
2025/08/24,000-100005371-71,Bob Smith,5371.71
2025-09-25,0000000000005372,Carol Williams,5372.72
2025-10-26,000-100005373-73,,5373.73
2025-11-27,000-100005374-74,Emma Davis,-10.00
2025-12-28,000-100005375-75,Frank Miller,5376.75
2025/01/01,000-100005376-76,Grace Wilson,5376.76
2025-02-02,0000000000005377,Hank Moore,5377.77
2025-03-03,000-100005378-78,,5378.78
2025-04-04,000-100005379-79,Jack Anderson,-10.00
2025-05-05,000-100005380-80,Alice Johnson,"5,381.80"
2025/06/06,000-100005381-81,Bob Smith,5381.81
2025-07-07,0000000000005382,Carol Williams,5382.82
2025-08-08,000-100005383-83,,5383.83
2025-09-09,000-100005384-84,Emma Davis,-10.00
2025-10-10,000-100005385-85,Frank Miller,5386.85
2025/11/11,000-100005386-86,Grace Wilson,5386.86
2025-12-12,0000000000005387,Hank Moore,5387.87
2025-01-13,000-100005388-88,,5388.88
2025-02-14,000-100005389-89,Jack Anderson,-10.00
2025-03-15,000-100005390-90,Alice Johnson,"5,391.90"
2025/04/16,000-100005391-91,Bob Smith,5391.91
2025-05-17,0000000000005392,Carol Williams,5392.92
2025-06-18,000-100005393-93,,5393.93
2025-07-19,000-100005394-94,Emma Davis,-10.00
2025-08-20,000-100005395-95,Frank Miller,5396.95
2025/09/21,000-100005396-96,Grace Wilson,5396.96
2025-10-22,0000000000005397,Hank Moore,5397.97
2025-11-23,000-100005398-98,,5398.98
2025-12-24,000-100005399-99,Jack Anderson,-10.00
2025-01-25,000-100005400-00,Alice Johnson,"5,401.00"
2025/02/26,000-100005401-01,Bob Smith,5401.01
2025-03-27,0000000000005402,Carol Williams,5402.02
2025-04-28,000-100005403-03,,5403.03
2025-05-01,000-100005404-04,Emma Davis,-10.00
2025-06-02,000-100005405-05,Frank Miller,5406.05
2025/07/03,000-100005406-06,Grace Wilson,5406.06
2025-08-04,0000000000005407,Hank Moore,5407.07
2025-09-05,000-100005408-08,,5408.08
2025-10-06,000-100005409-09,Jack Anderson,-10.00
2025-11-07,000-100005410-10,Alice Johnson,"5,411.10"
2025/12/08,000-100005411-11,Bob Smith,5411.11
2025-01-09,0000000000005412,Carol Williams,5412.12
2025-02-10,000-100005413-13,,5413.13
2025-03-11,000-100005414-14,Emma Davis,-10.00
2025-04-12,000-100005415-15,Frank Miller,5416.15
2025/05/13,000-100005416-16,Grace Wilson,5416.16
2025-06-14,0000000000005417,Hank Moore,5417.17
2025-07-15,000-100005418-18,,5418.18
2025-08-16,000-100005419-19,Jack Anderson,-10.00
2025-09-17,000-100005420-20,Alice Johnson,"5,421.20"
2025/10/18,000-100005421-21,Bob Smith,5421.21
2025-11-19,0000000000005422,Carol Williams,5422.22
2025-12-20,000-100005423-23,,5423.23
2025-01-21,000-100005424-24,Emma Davis,-10.00
2025-02-22,000-100005425-25,Frank Miller,5426.25
2025/03/23,000-100005426-26,Grace Wilson,5426.26
2025-04-24,0000000000005427,Hank Moore,5427.27
2025-05-25,000-100005428-28,,5428.28
2025-06-26,000-100005429-29,Jack Anderson,-10.00
2025-07-27,000-100005430-30,Alice Johnson,"5,431.30"
2025/08/28,000-100005431-31,Bob Smith,5431.31
2025-09-01,0000000000005432,Carol Williams,5432.32
2025-10-02,000-100005433-33,,5433.33
2025-11-03,000-100005434-34,Emma Davis,-10.00
2025-12-04,000-100005435-35,Frank Miller,5436.35
2025/01/05,000-100005436-36,Grace Wilson,5436.36
2025-02-06,0000000000005437,Hank Moore,5437.37
2025-03-07,000-100005438-38,,5438.38
2025-04-08,000-100005439-39,Jack Anderson,-10.00
2025-05-09,000-100005440-40,Alice Johnson,"5,441.40"
2025/06/10,000-100005441-41,Bob Smith,5441.41
2025-07-11,0000000000005442,Carol Williams,5442.42
2025-08-12,000-100005443-43,,5443.43
2025-09-13,000-100005444-44,Emma Davis,-10.00
2025-10-14,000-100005445-45,Frank Miller,5446.45
2025/11/15,000-100005446-46,Grace Wilson,5446.46
2025-12-16,0000000000005447,Hank Moore,5447.47
2025-01-17,000-100005448-48,,5448.48
2025-02-18,000-100005449-49,Jack Anderson,-10.00
2025-03-19,000-100005450-50,Alice Johnson,"5,451.50"
2025/04/20,000-100005451-51,Bob Smith,5451.51
2025-05-21,0000000000005452,Carol Williams,5452.52
2025-06-22,000-100005453-53,,5453.53
2025-07-23,000-100005454-54,Emma Davis,-10.00
2025-08-24,000-100005455-55,Frank Miller,5456.55
2025/09/25,000-100005456-56,Grace Wilson,5456.56
2025-10-26,0000000000005457,Hank Moore,5457.57
2025-11-27,000-100005458-58,,5458.58
2025-12-28,000-100005459-59,Jack Anderson,-10.00
2025-01-01,000-100005460-60,Alice Johnson,"5,461.60"
2025/02/02,000-100005461-61,Bob Smith,5461.61
2025-03-03,0000000000005462,Carol Williams,5462.62
2025-04-04,000-100005463-63,,5463.63
2025-05-05,000-100005464-64,Emma Davis,-10.00
2025-06-06,000-100005465-65,Frank Miller,5466.65
2025/07/07,000-100005466-66,Grace Wilson,5466.66
2025-08-08,0000000000005467,Hank Moore,5467.67
2025-09-09,000-100005468-68,,5468.68
2025-10-10,000-100005469-69,Jack Anderson,-10.00
2025-11-11,000-100005470-70,Alice Johnson,"5,471.70"
2025/12/12,000-100005471-71,Bob Smith,5471.71
2025-01-13,0000000000005472,Carol Williams,5472.72
2025-02-14,000-100005473-73,,5473.73
2025-03-15,000-100005474-74,Emma Davis,-10.00
2025-04-16,000-100005475-75,Frank Miller,5476.75
2025/05/17,000-100005476-76,Grace Wilson,5476.76
2025-06-18,0000000000005477,Hank Moore,5477.77
2025-07-19,000-100005478-78,,5478.78
2025-08-20,000-100005479-79,Jack Anderson,-10.00
2025-09-21,000-100005480-80,Alice Johnson,"5,481.80"
2025/10/22,000-100005481-81,Bob Smith,5481.81
2025-11-23,0000000000005482,Carol Williams,5482.82
2025-12-24,000-100005483-83,,5483.83
2025-01-25,000-100005484-84,Emma Davis,-10.00
2025-02-26,000-100005485-85,Frank Miller,5486.85
2025/03/27,000-100005486-86,Grace Wilson,5486.86
2025-04-28,0000000000005487,Hank Moore,5487.87
2025-05-01,000-100005488-88,,5488.88
2025-06-02,000-100005489-89,Jack Anderson,-10.00
2025-07-03,000-100005490-90,Alice Johnson,"5,491.90"
2025/08/04,000-100005491-91,Bob Smith,5491.91
2025-09-05,0000000000005492,Carol Williams,5492.92
2025-10-06,000-100005493-93,,5493.93
2025-11-07,000-100005494-94,Emma Davis,-10.00
2025-12-08,000-100005495-95,Frank Miller,5496.95
2025/01/09,000-100005496-96,Grace Wilson,5496.96
2025-02-10,0000000000005497,Hank Moore,5497.97
2025-03-11,000-100005498-98,,5498.98
2025-04-12,000-100005499-99,Jack Anderson,-10.00
2025-05-13,000-100005500-00,Alice Johnson,"5,501.00"
2025/06/14,000-100005501-01,Bob Smith,5501.01
2025-07-15,0000000000005502,Carol Williams,5502.02
2025-08-16,000-100005503-03,,5503.03
2025-09-17,000-100005504-04,Emma Davis,-10.00
2025-10-18,000-100005505-05,Frank Miller,5506.05
2025/11/19,000-100005506-06,Grace Wilson,5506.06
2025-12-20,0000000000005507,Hank Moore,5507.07
2025-01-21,000-100005508-08,,5508.08
2025-02-22,000-100005509-09,Jack Anderson,-10.00
2025-03-23,000-100005510-10,Alice Johnson,"5,511.10"
2025/04/24,000-100005511-11,Bob Smith,5511.11
2025-05-25,0000000000005512,Carol Williams,5512.12
2025-06-26,000-100005513-13,,5513.13
2025-07-27,000-100005514-14,Emma Davis,-10.00
2025-08-28,000-100005515-15,Frank Miller,5516.15
2025/09/01,000-100005516-16,Grace Wilson,5516.16
2025-10-02,0000000000005517,Hank Moore,5517.17
2025-11-03,000-100005518-18,,5518.18
2025-12-04,000-100005519-19,Jack Anderson,-10.00
2025-01-05,000-100005520-20,Alice Johnson,"5,521.20"
2025/02/06,000-100005521-21,Bob Smith,5521.21
2025-03-07,0000000000005522,Carol Williams,5522.22
2025-04-08,000-100005523-23,,5523.23
2025-05-09,000-100005524-24,Emma Davis,-10.00
2025-06-10,000-100005525-25,Frank Miller,5526.25
2025/07/11,000-100005526-26,Grace Wilson,5526.26
2025-08-12,0000000000005527,Hank Moore,5527.27
2025-09-13,000-100005528-28,,5528.28
2025-10-14,000-100005529-29,Jack Anderson,-10.00
2025-11-15,000-100005530-30,Alice Johnson,"5,531.30"
2025/12/16,000-100005531-31,Bob Smith,5531.31
2025-01-17,0000000000005532,Carol Williams,5532.32
2025-02-18,000-100005533-33,,5533.33
2025-03-19,000-100005534-34,Emma Davis,-10.00
2025-04-20,000-100005535-35,Frank Miller,5536.35
2025/05/21,000-100005536-36,Grace Wilson,5536.36
2025-06-22,0000000000005537,Hank Moore,5537.37
2025-07-23,000-100005538-38,,5538.38
2025-08-24,000-100005539-39,Jack Anderson,-10.00
2025-09-25,000-100005540-40,Alice Johnson,"5,541.40"
2025/10/26,000-100005541-41,Bob Smith,5541.41
2025-11-27,0000000000005542,Carol Williams,5542.42
2025-12-28,000-100005543-43,,5543.43
2025-01-01,000-100005544-44,Emma Davis,-10.00
2025-02-02,000-100005545-45,Frank Miller,5546.45
2025/03/03,000-100005546-46,Grace Wilson,5546.46
2025-04-04,0000000000005547,Hank Moore,5547.47
2025-05-05,000-100005548-48,,5548.48
2025-06-06,000-100005549-49,Jack Anderson,-10.00
2025-07-07,000-100005550-50,Alice Johnson,"5,551.50"
2025/08/08,000-100005551-51,Bob Smith,5551.51
2025-09-09,0000000000005552,Carol Williams,5552.52
2025-10-10,000-100005553-53,,5553.53
2025-11-11,000-100005554-54,Emma Davis,-10.00
2025-12-12,000-100005555-55,Frank Miller,5556.55
2025/01/13,000-100005556-56,Grace Wilson,5556.56
2025-02-14,0000000000005557,Hank Moore,5557.57
2025-03-15,000-100005558-58,,5558.58
2025-04-16,000-100005559-59,Jack Anderson,-10.00
2025-05-17,000-100005560-60,Alice Johnson,"5,561.60"
2025/06/18,000-100005561-61,Bob Smith,5561.61
2025-07-19,0000000000005562,Carol Williams,5562.62
2025-08-20,000-100005563-63,,5563.63
2025-09-21,000-100005564-64,Emma Davis,-10.00
2025-10-22,000-100005565-65,Frank Miller,5566.65
2025/11/23,000-100005566-66,Grace Wilson,5566.66
2025-12-24,0000000000005567,Hank Moore,5567.67
2025-01-25,000-100005568-68,,5568.68
2025-02-26,000-100005569-69,Jack Anderson,-10.00
2025-03-27,000-100005570-70,Alice Johnson,"5,571.70"
2025/04/28,000-100005571-71,Bob Smith,5571.71
2025-05-01,0000000000005572,Carol Williams,5572.72
2025-06-02,000-100005573-73,,5573.73
2025-07-03,000-100005574-74,Emma Davis,-10.00
2025-08-04,000-100005575-75,Frank Miller,5576.75
2025/09/05,000-100005576-76,Grace Wilson,5576.76
2025-10-06,0000000000005577,Hank Moore,5577.77
2025-11-07,000-100005578-78,,5578.78
2025-12-08,000-100005579-79,Jack Anderson,-10.00
2025-01-09,000-100005580-80,Alice Johnson,"5,581.80"
2025/02/10,000-100005581-81,Bob Smith,5581.81
2025-03-11,0000000000005582,Carol Williams,5582.82
2025-04-12,000-100005583-83,,5583.83
2025-05-13,000-100005584-84,Emma Davis,-10.00
2025-06-14,000-100005585-85,Frank Miller,5586.85
2025/07/15,000-100005586-86,Grace Wilson,5586.86
2025-08-16,0000000000005587,Hank Moore,5587.87
2025-09-17,000-100005588-88,,5588.88
2025-10-18,000-100005589-89,Jack Anderson,-10.00
2025-11-19,000-100005590-90,Alice Johnson,"5,591.90"
2025/12/20,000-100005591-91,Bob Smith,5591.91
2025-01-21,0000000000005592,Carol Williams,5592.92
2025-02-22,000-100005593-93,,5593.93
2025-03-23,000-100005594-94,Emma Davis,-10.00
2025-04-24,000-100005595-95,Frank Miller,5596.95
2025/05/25,000-100005596-96,Grace Wilson,5596.96
2025-06-26,0000000000005597,Hank Moore,5597.97
2025-07-27,000-100005598-98,,5598.98
2025-08-28,000-100005599-99,Jack Anderson,-10.00
2025-09-01,000-100005600-00,Alice Johnson,"5,601.00"
2025/10/02,000-100005601-01,Bob Smith,5601.01
2025-11-03,0000000000005602,Carol Williams,5602.02
2025-12-04,000-100005603-03,,5603.03
2025-01-05,000-100005604-04,Emma Davis,-10.00
2025-02-06,000-100005605-05,Frank Miller,5606.05
2025/03/07,000-100005606-06,Grace Wilson,5606.06
2025-04-08,0000000000005607,Hank Moore,5607.07
2025-05-09,000-100005608-08,,5608.08
2025-06-10,000-100005609-09,Jack Anderson,-10.00
2025-07-11,000-100005610-10,Alice Johnson,"5,611.10"
2025/08/12,000-100005611-11,Bob Smith,5611.11
2025-09-13,0000000000005612,Carol Williams,5612.12
2025-10-14,000-100005613-13,,5613.13
2025-11-15,000-100005614-14,Emma Davis,-10.00
2025-12-16,000-100005615-15,Frank Miller,5616.15
2025/01/17,000-100005616-16,Grace Wilson,5616.16
2025-02-18,0000000000005617,Hank Moore,5617.17
2025-03-19,000-100005618-18,,5618.18
2025-04-20,000-100005619-19,Jack Anderson,-10.00
2025-05-21,000-100005620-20,Alice Johnson,"5,621.20"
2025/06/22,000-100005621-21,Bob Smith,5621.21
2025-07-23,0000000000005622,Carol Williams,5622.22
2025-08-24,000-100005623-23,,5623.23
2025-09-25,000-100005624-24,Emma Davis,-10.00
2025-10-26,000-100005625-25,Frank Miller,5626.25
2025/11/27,000-100005626-26,Grace Wilson,5626.26
2025-12-28,0000000000005627,Hank Moore,5627.27
2025-01-01,000-100005628-28,,5628.28
2025-02-02,000-100005629-29,Jack Anderson,-10.00
2025-03-03,000-100005630-30,Alice Johnson,"5,631.30"
2025/04/04,000-100005631-31,Bob Smith,5631.31
2025-05-05,0000000000005632,Carol Williams,5632.32
2025-06-06,000-100005633-33,,5633.33
2025-07-07,000-100005634-34,Emma Davis,-10.00
2025-08-08,000-100005635-35,Frank Miller,5636.35
2025/09/09,000-100005636-36,Grace Wilson,5636.36
2025-10-10,0000000000005637,Hank Moore,5637.37
2025-11-11,000-100005638-38,,5638.38
2025-12-12,000-100005639-39,Jack Anderson,-10.00
2025-01-13,000-100005640-40,Alice Johnson,"5,641.40"
2025/02/14,000-100005641-41,Bob Smith,5641.41
2025-03-15,0000000000005642,Carol Williams,5642.42
2025-04-16,000-100005643-43,,5643.43
2025-05-17,000-100005644-44,Emma Davis,-10.00
2025-06-18,000-100005645-45,Frank Miller,5646.45
2025/07/19,000-100005646-46,Grace Wilson,5646.46
2025-08-20,0000000000005647,Hank Moore,5647.47
2025-09-21,000-100005648-48,,5648.48
2025-10-22,000-100005649-49,Jack Anderson,-10.00
2025-11-23,000-100005650-50,Alice Johnson,"5,651.50"
